CurrencySymbol,CurrencyName,Explorer,Decimals,PARTNER,Other
LADZ,LADZ,https://etherscan.io/token/0x1287c0509df9a475Ef178471aB2132b9dfD312B3,4,,
LBC,LBRY Credits,https://coinmarketcap.com/currencies/library-credits/,8,,
LBY,Lobby,https://etherscan.io/token/0xac042d9284df95cc6bd35982f6a61e3e7a6f875b,9,,
LIFE,LIFE,https://etherscan.io/token/0x2Ad128fBEFF2B781D028148DEc82bBe2498Dc08e,4,,
LINK,Chainlink,https://etherscan.io/token/0x514910771af9ca656af840dff83e8264ecf986ca,18,,
LIT,LITonium,https://etherscan.io/token/0x2e3C062E16c1a3a04Ddc5003c62E294305d83684,2,,
LNR,Lunar,https://bscscan.com/token/0xc1A59a17F87ba6651Eb8E8F707db7672647c45bD,18,,
LOOT,Warsaken Loot,https://wax.alcor.exchange/trade/loot-warsaken_wax-eosio.token,4,,
LORDS,LORDS,https://etherscan.io/token/0x686f2404e77ab0d9070a46cdfb0b7fecdd2318b0,18,,
LOTTO,Lotto,https://etherscan.io/token/0xb0dfd28d3cf7a5897c694904ace292539242f858,18,,
LTC,Litecoin,https://coinmarketcap.com/currencies/litecoin/,8,,
LUNC,Terra Luna Classic,https://coinmarketcap.com/currencies/terra-luna/,6,,
LUX,Lux Expression,https://etherscan.io/token/0x88dafebb769311d7fbbeb9a21431fa026d4100d0,18,,
LVL,Level 1,https://hive-engine.com/trade/LVL,8,,
LYRA,Lyra Finance,https://etherscan.io/token/0x01ba67aac7f75f647d94220cc98fb30fcc5105bf,18,,
MARS,Mars Protocol,https://app-classic.terraswap.io/pairs/terra15hmdee6sfyq8vlrwh8ajx3jlns4u9v30mtt8rh,6,,
MARTIA,Martia,https://wax.alcor.exchange/trade/martia-martia_wax-eosio.token,4,,
MARTK,Martkist,https://coinmarketcap.com/currencies/martkist/,8,,
MASQ,MASQ,https://etherscan.io/token/0x06f3c323f0238c72bf35011071f2b5b7f43a054c,18,,
MATIC,Polygon,https://coinmarketcap.com/currencies/polygon/,18,,
MBC,Marblecoin,https://etherscan.io/token/0x8888889213dd4da823ebdd1e235b09590633c150,18,,
MEAD,Thors Mead v1,https://snowtrace.io/token/0x245c2591403e182e41d7a851eab53b01854844ce,8,,
MEM,Memecoin,https://etherscan.io/token/0x42dbbd5ae373fea2fc320f62d44c058522bb3758,18,,
MEOW,Meowshi,https://etherscan.io/token/0x650F44eD6F1FE0E1417cb4b3115d52494B4D9b6D,18,,
MEYERS,Meyers Token,https://bscscan.com/token/0x5d0d52c464d7970af7f537c2963aa09fbaf6dde0,9,,
MFT,Mainframe,https://etherscan.io/token/0xdf2c7238198ad8b389666574f2d8bc411a4b7428,18,,
MIMATIC,MAI,https://polygonscan.com/token/0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,18,,
MIR,Mirror Protocol,https://app-classic.terraswap.io/pairs/terra15vuax7dp574agd0p7pqc0t634h29y89t56al0q,6,,
MIST,Alchemist,https://etherscan.io/token/0x88acdd2a6425c3faae4bc9650fd7e27e0bebb7ab,18,,
MM,Moose,https://etherscan.io/token/0xcf0425a35f1fa900bb347cb996d3094d1df3cd48,4,,
MNFT,MagNFT,https://etherscan.io/token/0xdb7eb3ede973665b1bb9f3016861e3255062e4ed,4,,
MNFTCoin,MongolNFT,https://etherscan.io/token/0x3235B13708F178Af6F110dE7177ED5De10c1093d,18,,
MNT,TerraMNT,https://app-classic.terraswap.io/pairs/terra16pwrn7frj4d8r4dfc3l8y3xkt5uk2505ad7nvm,6,,
MONSTA,Cake Monster,https://bscscan.com/token/0x8A5d7FCD4c90421d21d30fCC4435948aC3618B2f,18,,
MOONER,CoinMooner,https://bscscan.com/token/0x34E942859469c9dB9C22F4eAF866E2c2401BB795,18,,
MOONIE,Moonie,https://bscscan.com/token/0x1d5bf045d1651a411138fe7da5fc5e023f26cb70,18,<@749642709081260133>,
MORK,MORK,https://etherscan.io/token/0xf552b656022c218C26dAd43ad88881Fc04116F76,4,,
MPH,88mph,https://etherscan.io/token/0x8888801af4d980682e47f1a9036e589479e835c5,18,,
MRP,MORPHINE,https://bscscan.com/token/0xb8608f270497764a10c28bfe75454f68b31ba2b1,9,,
MSG,MoonSuGar,https://etherscan.io/token/0x47b3c81b476af7ce784ed9435e1ababfe88342f3,18,,NO LIQUIDITY
MTA,Meta,https://etherscan.io/token/0xa3bed4e1c75d00fa6f4e5e6922db7261b5e9acd2,18,,
MTL,Metal,https://etherscan.io/token/0xf433089366899d83a9f26a773d59ec7ecf30355e,8,,
NANO,Nano,https://coinmarketcap.com/currencies/nano/,30,,
NBMACT,Actium,https://wax.alcor.exchange/trade/nbmact-battleminers_wax-eosio.token,6,,
NBMCON,Constructium,https://wax.alcor.exchange/trade/nbmcon-battleminers_wax-eosio.token,6,,
NBMFUS,Fusium,https://wax.alcor.exchange/trade/nbmfus-battleminers_wax-eosio.token,6,,
NBMMIN,Minium,https://wax.alcor.exchange/trade/nbmmin-battleminers_wax-eosio.token,6,,
NCT,Name Change Token,https://etherscan.io/token/0x8a9c4dfe8b9d8962b31e4e16f8321c44d48e246e,18,,
NDX,Indexed Finance,https://etherscan.io/token/0x86772b1409b61c639eaac9ba0acfbb6e238e5f83,18,,
NEOXAG,Neoxian Silver,https://hive-engine.com/trade/NEOXAG,8,,
NESS,ness,https://etherscan.io/token/0x370DaE2AB60ECbc0EE793E837D94ca8040Dd6786,4,,
NFD,Feisty Doge NFT,https://etherscan.io/token/0xDFDb7f72c1F195C5951a234e8DB9806EB0635346,18,,
NFTART,NFT Art Finance,https://bscscan.com/token/0xf7844cb890f4c339c497aeab599abdc3c874b67a,9,<@260509852353167362>,
NFTL,Nifty League,https://etherscan.io/token/0x3c8d2fce49906e11e71cb16fa0ffeb2b16c29638,18,,
NIM,Nimiq,https://coinmarketcap.com/currencies/nimiq/,5,,
NINKY,Idle Ninja Online,https://bscscan.com/token/0x90422d35496e8ed3391971dbec894e4a8057081f,18,,
NITRO,Nitro League,https://polygonscan.com/token/0x695fc8b80f344411f34bdbcb4e621aa69ada384b,18,,
NST,Ninja Squad,https://etherscan.io/token/0x70bef3bb2f001da2fddb207dae696cd9faff3f5d,18,,
NUME,NumisMe,https://etherscan.io/token/0x34769d3e122c93547836addd3eb298035d68f1c3,18,,
OATS,Oats,https://etherscan.io/token/0x3C8F860423405A700f9F20e94c742eC38FD17735,4,,
OCEAN,Ocean Protocol,https://etherscan.io/token/0x967da4048cD07aB37855c090aAF366e4ce1b9F48,18,,
OHM,Olympus v1,https://etherscan.io/token/0x383518188c0c6d7730d91b2c03a03c837814a899,9,,
OIL,OIL,https://etherscan.io/token/0x5fe8c486b5f216b9ad83c12958d8a03eb3fd5060,18,,
OK,Wrapped Okcash,https://bscscan.com/token/0x523821d20a283d955f6205B4C9252779Cd0f964B,18,,
oklg,ok.lets.go.,https://bscscan.com/token/0x55e8b37a3c43b049dedf56c77f462db095108651,9,,
oneFOX,oneFOX,https://etherscan.io/token/0x03352D267951E96c6F7235037C5DFD2AB1466232,18,,
oneMPH,oneMPH,https://etherscan.io/token/0xbe3f88e18be3944fdda830695228adbb82fa125f,18,,
ONI,ONI,https://wax.alcor.exchange/swap?output=ONI-t.taco,4,<@380176854239281153>,
opSNX,Synthetix Network Token,https://optimistic.etherscan.io/token/0x8700daec35af8ff88c16bdf0418774cb3d7599b4,18,,
opsUSD,sUSD,https://optimistic.etherscan.io/token/0x8c6f28f2f1a3c87f0f938b96d27520d9751ec8d9,18,,
opTHALES,Thales,https://optimistic.etherscan.io/token/0x217d47011b23bb961eb6d93ca9945b7501a5bb11,18,,
PAGE,Page,https://etherscan.io/token/0x60e683c6514edd5f758a55b6f393bebbafaa8d5e,8,,
PAINT,MurAll,https://etherscan.io/token/0x4c6ec08cf3fc987c6c4beb03184d335a2dfc4042,18,,
PANTHER,PantherSwap,https://bscscan.com/token/0x1f546ad641b56b86fd9dceac473d1c7a357276b7,18,,
pAPW,APWine,https://polygonscan.com/token/0x6c0ab120dbd11ba701aff6748568311668f63fe0,18,,
pARKES,Arke Token,https://polygonscan.com/token/0x0784d958ee09ff8e876a82d3c6e798912c0f0a11,18,,
PATH,PathDAO,https://etherscan.io/token/0x2a2550e0A75aCec6D811AE3930732F7f3ad67588,18,,
PAWS,Paws Funds,https://www.coingecko.com/en/coins/paws-funds,8,,
pBANANA,Banana,https://polygonscan.com/token/0xbc91347e80886453f3f8bbd6d7ac07c122d87735,18,,
pCDS,Crypto Development Services,https://polygonscan.com/token/0x23f07a1c03e7c6d0c88e0e05e79b6e3511073fd5,8,<@665504410931036170>,
PDD,PolyDogeDollar,https://polygonscan.com/token/0x146e58d34eab0bff7e0a63cfe9332908d680c667,18,,
PEACH,Peach,https://etherscan.io/token/0xb0dd2Cf11D0787146520ab39fbDC382F78dABb16,18,,
PENCIL,Pencil,https://etherscan.io/token/0x607DF06d771bd72c14A4031d1647CaD8cA1af268,18,,
PERP,Perpetual Protocol,https://etherscan.io/token/0xbC396689893D065F41bc2C6EcbeE5e0085233447,18,,
PEVRT,Charged EVRT,https://snowtrace.io/token/0x451d00af6e751537a9a2cff40cdfb1119cd1fa7d,18,,
PGEN,Polygen,https://polygonscan.com/token/0x01d35cbc2070a3b76693ce2b6364eae24eb88591,18,,
PHTK,Phun Token,https://etherscan.io/token/0x1fee5588cb1de19c70b6ad5399152d8c643fae7b,18,,
PICA,PICA,https://etherscan.io/token/0x1eCe1739DAE08253aE582C404511B37355B42C84,4,,
PICKLE,Pickle Finance,https://etherscan.io/token/0x429881672B9AE42b8EbA0E26cD9C73711b891Ca5,18,,
PINS,Les Collectionneurs,https://etherscan.io/token/0xf4922496163E8176CeD096ED80c67ca8ea2168D6,18,,
PIVX,PIVX,https://coinmarketcap.com/currencies/pivx/,8,,
PIXA,PIXA Token,https://polygonscan.com/token/0xca8c6dea40a6de9be3b4c73a1aefaafdb4754f73,0,,
PIXEL,Pixel,https://etherscan.io/token/0x1e906717de2e4a4600f13b6909736b0346bdde3e,4,,
PIZZA,Pizza,https://hive-engine.com/trade/PIZZA,2,,
PKR,Polker,https://bscscan.com/token/0xc49dde62b4a0810074721faca54aab52369f486a,18,,
PLAY,PLAY,https://etherscan.io/token/0xc53a9c309ee2f3e333bd6eca806a31d0e2dca5c5,4,,
PLU,Pluton,https://etherscan.io/token/0xD8912C10681D8B21Fd3742244f44658dBA12264E,18,,
PMASQ,MASQ,https://polygonscan.com/token/0xee9a352f6aac4af1a5b9f467f6a93e0ffbe9dd35,18,,
pMEM,Memecoin,https://polygonscan.com/token/0x42dbbd5ae373fea2fc320f62d44c058522bb3758,18,,
pNFD,Feisty Doge NFT,https://polygonscan.com/token/0x0a5926027d407222f8fe20f24cb16e103f617046,18,,
PNG,Pangolin,https://snowtrace.io/token/0x60781C2586D68229fde47564546784ab3fACA982,18,,
POA,POA Network,https://coinmarketcap.com/currencies/poa/,18,,
POTS,Moonpot,https://bscscan.com/token/0x3fcca8648651e5b974dd6d3e50f61567779772a8,18,,
POW,Metahero Universe,https://etherscan.io/token/0x43Ab765ee05075d78AD8aa79dcb1978CA3079258,18,,
PPC,Peercoin,https://coinmarketcap.com/currencies/peercoin/,6,,
PPO,prePO Token,https://arbiscan.io/token/0xb40dbbb7931cfef8be73aeec6c67d3809bd4600b,18,,
PRBS,Poorbucks,https://etherscan.io/token/0x41903AdceB543edeB573Af9baBe1e57412546A2f,4,,
prkl,Rickle,https://polygonscan.com/token/0x9fDC23fe295104Ac55fef09363c56451D0E37CFA,18,<@696000898568028170>,
pSTAK,Jigstack,https://polygonscan.com/token/0x46a5d492788f8afdfc743ab7d7bd13f996249ed5,18,,
pSWD,SW DAO,https://polygonscan.com/token/0xaee24d5296444c007a532696aada9de5ce6cafd0,18,,
pTREAT,TREAT,https://polygonscan.com/token/0x5d0915f929fc090fd9c843a53e7e30335dd199bc,18,,
pUNT,Universe Finance Token,https://polygonscan.com/token/0xc46DB78Be28B5F2461097ed9e3Fcc92E9FF8676d,18,,
PURR,Purrnelope's Country Club,https://etherscan.io/token/0xE581F272706581F9Dcc362dF3C7934E99192c492,18,,
PUSSY,Pussy Financial,https://etherscan.io/token/0x9196e18bc349b1f64bc08784eae259525329a1ad,18,,
PYGOZ,PYGOZ,https://etherscan.io/token/0xbB98Fc1fD1080D2B8bdaD75c51D30B50c6F59b62,4,,
PYO,Pyrrho,https://bscscan.com/token/0xe6DF015f66653EcE085A5FBBa8d42C356114ce4F,18,,
PYRO,PYRO Network,https://etherscan.io/token/0x14409B0Fc5C7f87b5DAd20754fE22d29A3dE8217,18,,
PZUG,ZUG,https://polygonscan.com/token/0xeb45921FEDaDF41dF0BfCF5c33453aCedDA32441,18,,
QI,Qi Dao,https://polygonscan.com/token/0x580a84c73811e1839f75d86d75d88cca0c241ff4,18,,
R0OK,r0ok Token,https://bscscan.com/token/0xb8cbc5dd532c32a16f565ca6bd3cc2da8015bb2d,9,,
RADS,RADS,https://wax.alcor.exchange/trade/rads-radshroomers_wax-eosio.token,4,,
RAI,Rai Reflex Index,https://etherscan.io/token/0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,18,,
RARE,Rare,https://etherscan.io/token/0x81B1bFD6CB9Ad42DB395c2a27F73D4DCf5777e2D,4,,
RDD,Reddcoin,https://coinmarketcap.com/currencies/redd/,8,,
rDPX,Dopex Rebate Token,https://etherscan.io/token/0x0ff5a8451a839f5f0bb3562689d9a44089738d11,18,,
REFLECTO,Reflecto,https://bscscan.com/token/0xEA3C823176D2F6feDC682d3cd9C30115448767b3,9,,
REP,YakuzaRep,https://etherscan.io/token/0xCC13c4995FdF51d163D97e90FCA5423dFeC0f3Bb,18,,
RIC,Riecoin,https://www.coingecko.com/en/coins/riecoin,8,,
RIOT,Riot Racers,https://etherscan.io/token/0xf56408077487cb879c992909c5b5c66d68c02eb4,18,,
rkl,Rickle,https://etherscan.io/token/0x0ff80a1708191c0da8aa600fa487f7ac81d7818c,18,<@696000898568028170>,
RNG,Random Number Generator,https://etherscan.io/token/0xa2f96EF6ed3d67A0352e659B1E980f13e098619F,4,,
RODZ,RODZ,https://etherscan.io/token/0xA685D6f87E3bE27D72Ce216842147c4149e0Ce9a,4,,
ROY,Royale,https://polygonscan.com/token/0x68EE0D0aad9e1984aF85CA224117E4D20eaF68BE,18,,
RUG,RUGCOIN,https://etherscan.io/token/0xc7f572c19119ba735ca301bc6ca176bc2d2ad261,18,,
RUSH,SAND RUSH,https://etherscan.io/token/0xF3b229EAFB3d0C752788014631b3dFDd70817d37,4,,
RVL,REVIVAL,https://bscscan.com/token/0x7eaee60040135f20f508a393ca400ded339d654e,9,,
RVLX,REVIVALX,https://bscscan.com/token/0xcEb244A0E126f6CCbf37d631c7b102cf3e11a536,18,,
RVN,Ravencoin,https://www.coingecko.com/en/coins/ravencoin,8,,
RWASTE,RadioactiveWaste,https://etherscan.io/token/0x5cd2fac9702d68dde5a94b1af95962bcfb80fc7d,18,,
RYO,Ryo Currency,https://www.coingecko.com/en/coins/ryo-currency,9,,
SACT,srnArtGallery,https://bscscan.com/token/0x1ba8c21c623c843cd4c60438d70e7ad50f363fbb,18,,
SAFE,AllSafe,https://www.coingecko.com/en/coins/allsafe,8,,
SAN,Santiment Network Token,https://etherscan.io/token/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,18,,
SAND,San Diego Coin,https://etherscan.io/token/0x7c5a0ce9267ed19b22f8cae653f198e3e8daf098,18,,
SBD,Steem Dollars,https://hive-engine.com/trade/SWAP.SBD,3,,
SCB,SCB,https://etherscan.io/token/0x8aaa0d43cc86ed98b7aa9c8e1f87a319cd873dc4,4,,
SCCN,ShayCryptoCoin,https://bscscan.com/token/0x4DF3725e670da0f07a8723B7B059B1cae857f8Ac,9,,
SCOTT,SCOTT,https://etherscan.io/token/0x27fd686db10e0ae047fe8fe1de9830c0e0dc3cfa,4,,
SCSG,StarCard Sports Games,https://polygonscan.com/token/0x3690cD4d03C08a57d1f264c68Ed0c4153c6867Ca,18,,
SDOLLAR,Space Dollar,https://app-classic.terraswap.io/pairs/terra1xg0qv3utuzekl6sq40kkvv8mmtqgs40hc94yf3,2,,
SEED,MetaGame,https://etherscan.io/token/0x30cF203b48edaA42c3B4918E955fED26Cd012A3F,18,,
SFM,SafeMoon,https://bscscan.com/token/0x42981d0bfbAf196529376EE702F2a9Eb9092fcB5,9,,
SFUND,Seedify.fund,https://bscscan.com/token/0x477bc8d23c634c154061869478bce96be6045d12,18,,
SHBAR,Shilly Bar,https://bscscan.com/token/0xf3bebb4f2d348e44cc4547cba2f96c214fe5a25a,18,,
SHELL,Shellinium,https://wax.alcor.exchange/trade/shell-token.gr_wax-eosio.token,4,,
SHERPA,Sherpa,https://snowtrace.io/token/0xa5e59761ebd4436fa4d20e1a27cba29fb2471fc6,18,,
SHIB,Shiba Inu,https://etherscan.io/token/0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,18,,
SHING,SHING,https://wax.alcor.exchange/trade/shing-t.taco_wax-eosio.token,4,,
SHINY,Shiny,https://etherscan.io/token/0xc150bAc3Cd3678aCB2C093E433BED40a6eF08542,18,,
SHO,SHO Token,https://etherscan.io/token/0xf9abaeec0334fd30804446db7423abe0c02ef47d,18,,
SHOCK,AfterShock,https://etherscan.io/token/0x62d69910f45b839903eFfd217559307AEc307076,18,,
SHROOM,Niftyx Protocol,https://etherscan.io/token/0xed0439eacf4c4965ae4613d77a5c2efe10e5f183,18,,
SHX,Stronghold,https://lobstr.co/trade/native/SHX:GDSTRSHXHGJ7ZIVRBXEYE5Q74XUVCUSEKEBR7UCHEUUEK72N7I7KJ6JH,7,,
SIGNAL,RADAR,https://polygonscan.com/token/0x9b532fFa57631d77163BE75E965E6AdFc3b81510,18,,
sILV,Escrowed Illuvium,https://etherscan.io/token/0x398aea1c9ceb7de800284bb399a15e0efe5a9ec2,18,,
sILV2,Escrowed Illuvium 2,https://etherscan.io/token/0x7e77dcb127f99ece88230a64db8d595f31f1b068,18,,
SIN,SINOVATE,https://coinmarketcap.com/currencies/sinovate/,8,,
SISTA,srnArtGallery Tokenized Arts,https://bscscan.com/token/0xca6d25c10dad43ae8be0bc2af4d3cd1114583c08,18,,
SKILL,CryptoBlades,https://bscscan.com/token/0x154a9f9cbd3449ad22fdae23044319d6ef2a1fab,18,,
SKMT,Soakmont v2,https://bscscan.com/token/0x1B2fdB1626285B94782af2Fda8e270E95cEbC3b4,18,,
SKR,SKRSKR,https://polygonscan.com/token/0x46c2c34c8a9722da85ba2f5efa7c7283d56b8c75,18,,
SKULL,Skull,https://etherscan.io/token/0xbcc66ed2ab491e9ae7bf8386541fb17421fa9d35,4,,
SMBElon,SMBElon Token,https://bscscan.com/token/0x609f59c97ddf58475c7d3f3fc829c3ff9fc4f76f,18,,
SMTF,SmartFi,https://bscscan.com/token/0x11fd9ed04f1eb43ef9df6425a6990609f2468895,18,,
SNOB,Snowball,https://snowtrace.io/token/0xC38f41A296A4493Ff429F1238e030924A1542e50,18,,
SNOW,SnowSwap,https://etherscan.io/token/0xfe9A29aB92522D14Fc65880d817214261D8479AE,18,,
SNV,Nouveau,https://etherscan.io/token/0x0ab93c6be61a8f30b465b71383207fbdcef1a722,4,,
SNX,Synthetix Network Token,https://etherscan.io/token/0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f,18,,
SOFRESH,Social Fresh DAO,https://polygonscan.com/token/0xc0756e67e5363a000912CA074eD6F0647BC339fE,18,,
SOL,Solana,https://coinmarketcap.com/currencies/solana/,9,,
SOS,OpenDAO,https://etherscan.io/token/0x3b484b82567a09e2588a13d54d032153f0c0aee0,18,,
SPOTX,The Crypto Spot,https://bscscan.com/token/0x5be7CF70a88A57df4Ff5CdB5b37083B1f3259D56,18,,
SSV,SSV Network,https://etherscan.io/token/0x9D65fF81a3c488d585bBfb0Bfe3c7707c7917f54,18,,
ST,SlickToken,https://stellarasset.com/en/assets/23941-slicktoken,7,,DEAD
STAK,Jigstack,https://etherscan.io/token/0x1f8a626883d7724dbd59ef51cbd4bf1cf2016d13,18,,
STAKE,xDAI Stake,https://etherscan.io/token/0x0Ae055097C6d159879521C384F1D2123D1f195e6,18,,
STARDUST,Stardust,https://polygonscan.com/token/0x5ab5e0f2eb410acedb30e365c20572dc8ab4c4a8,18,,
STATICLP,ChargeDeFi,https://bscscan.com/token/0x69758726b04e527238B261ab00236AFE9F34929D,18,,
STEADY,Steady,https://etherscan.io/token/0xf42De14aBbdA1244D66b12387cb87fC91EfcFE85,4,,
STEEM,Steem,https://hive-engine.com/trade/SWAP.STEEM,3,,
STG,StageCoin,https://bscscan.com/token/0xe720626b185ccecf3f225cb8ac6f849040bb2215,18,,
STRIP,Strip Coin,https://etherscan.io/token/0x2DC0423d8f92DD39A800578dE2Dc41Aaa59f3d39,18,,
STRN,Strain,https://etherscan.io/token/0x90b426067be0b0ff5de257bc4dd6a4815ea03b5f,18,,
suINT,SU integrations,https://polygonscan.com/token/0x7804a0b150c15fdc1d3bbf311e8f0569d55a1bbf,18,,NO LIQUIDITY
SUSD,sUSD,https://etherscan.io/token/0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,18,,
SUSHI,Sushi,https://etherscan.io/token/0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18,,
SWAGG,SWAGG,https://etherscan.io/token/0xa19A40FbD7375431fAB013a4B08F00871B9a2791,4,,
SWTH,Switcheo,https://bscscan.com/token/0x250b211ee44459dad5cd3bca803dd6a7ecb5d46c,8,,
TACO,Taco,https://wax.alcor.exchange/trade/taco-t.taco_wax-eosio.token,4,<@380176854239281153>,
TBB,Trade Butler Bot,https://etherscan.io/token/0x4a7adcb083fe5e3d6b58edc3d260e2e61668e7a2,18,,
TBS,TheBlackSea,https://etherscan.io/token/0x6bfbef897a4715f7aa0c95a258071e3cd1160091,4,,
TEMPCITY,CITYDAO,https://polygonscan.com/token/0x882242b344e15daaa3f2437dc97fb4e1a531faa7,18,<@749642709081260133>,NO LIQUIDITY
THALES,Thales,https://etherscan.io/token/0x8947da500eb47f82df21143d0c01a29862a8c3c5,18,,
THANKS,THANKS,https://etherscan.io/token/0x443dC1c35cf812156C840Fe90639836C8a7371b0,4,,
THC,Tetra Hydrinium Credit,https://wax.alcor.exchange/swap?output=THC-token.faded,4,,
TIC,ElasticSwap,https://snowtrace.io/token/0x75739a693459f33B1FBcC02099eea3eBCF150cBe,18,,
TKL,Tokel,https://coinmarketcap.com/currencies/tokel/,8,<@493734328224841739>,
TKN,Monolith,https://etherscan.io/token/0xaaaf91d9b90df800df4f55c205fd6989c977e73a,8,,
TLOS,Telos,https://coinmarketcap.com/currencies/telos/,4,,
TMDC,Take My Doge Coin,https://bscscan.com/token/0x1b0aea8a30b3e15c1eab62c46be8acf2454492bd,9,,
TOCIUM,Tocium,https://wax.alcor.exchange/trade/tocium-toc.century_wax-eosio.token,4,,
TRADE,Polytrade,https://polygonscan.com/token/0x692ac1e363ae34b6b489148152b12e2785a3d8d6,18,,
TRIPS,Trips on Gnosis,https://blockscout.com/xdai/mainnet/token/0x479e32cDFF5F216f93060700C711D1cC8E811a6B/token-transfers,19,,
TRC,Taco Racers,https://wax.alcor.exchange/swap?output=TRC-trgametokens,4,<@380176854239281153>,
TRS,TraderSquare,https://etherscan.io/token/0x1ef4d930097d30689b16945aa8286c62ce7f75df,4,,NO LIQUIDITY
TRU,TrueFi,https://etherscan.io/token/0x4c19596f5aaff459fa38b0f7ed92f11ae6543784,8,,
TRX,TRON,https://coinmarketcap.com/currencies/tron/,6,,
TT,ThunderCore,https://www.coincarp.com/currencies/thundercore/price/,18,,
TVK,Terra Virtua Kolect,https://etherscan.io/token/0xd084b83c305dafd76ae3e1b4e1f1fe2ecccb3988,18,,
UBI,Universal Basic Income,https://etherscan.io/token/0xdd1ad9a21ce722c151a836373babe42c868ce9a4,18,,
UCD,UniCandy,https://etherscan.io/token/0xB1Db366890EeB8f28C2813C6a6084353e0b90713,18,,
uDAO,uDAO,https://etherscan.io/token/0x0a12134deafd468ba484993a1ed94e81ddc4d9e5,18,,
uINT,UMA Integrations Option,https://etherscan.io/token/0x760440494a6f118eaadbeff41c373093f9603701,18,,NO LIQUIDITY
UMA,UMA,https://etherscan.io/token/0x04Fa0d235C4abf4BcF4787aF4CF447DE572eF828,18,,
UNI,Uniswap,https://etherscan.io/token/0x1f9840a85d5af5bf1d1762f925bdaddc4201f984,18,,
USDC,USD Coin,https://etherscan.io/token/0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,6,,
USDe,USDearn,https://bscscan.com/token/0x4d251240f86bcaaab5cb9271b0340c87b2ad8a77,18,<@320687103144886272>,
USDT,Tether USD,https://etherscan.io/token/0xdac17f958d2ee523a2206206994597c13d831ec7,6,,
USELESS,Useless,https://bscscan.com/token/0x60d66a5152612f7d550796910d022cb2c77b09de,18,,
UST,TerraUSD,https://app-classic.terraswap.io/pairs/terra1l7vy20x940je7lskm6x9s839vjsmekz9k9mv7g,6,,
uTVL0621,uTVL-0621,https://etherscan.io/token/0x21ae9e080a53ab98cc1266ed1c8cc27ffd3256d5,18,,
VAFFA,VAFFA,https://bscscan.com/token/0x4927051cd9fc451ab39453ca3432d97334bb254c,18,,
VAFFAOPT,Vaffa Options,https://bscscan.com/token/0x8a79553c471ca87172874e9b76eea70c68732b98,18,,
VAL,Validity,https://www.coingecko.com/en/coins/validity,8,<@483114154153082881>,
VALUE,Value,https://etherscan.io/token/0x49e833337ece7afe375e44f4e3e8481029218e5c,18,,
VAULT,VAULT,https://coinmarketcap.com/currencies/vault/,8,,
VAULTX,VaultDeFi,https://bscscan.com/token/0x92da405b6771c9caa7988a41dd969a73d10a3cc6,9,,
vBSWAP,vBSWAP,https://bscscan.com/token/0x4f0ed527e8a95ecaa132af214dfd41f30b361600,18,,
VGC,5G-CASH,https://www.coingecko.com/en/coins/5g-cash,8,,
VIBE,Vibe Token,https://etherscan.io/token/0xe7fd8ab781bf7654cfcce2ace6eefabae0891996,9,,
VINU,Vita Inu,https://bscscan.com/token/0xfebe8c1ed424dbf688551d4e2267e7a53698f0aa,18,<@858442088155709462>,
VOLT,Voltage,https://etherscan.io/token/0xfFbF315f70E458e49229654DeA4cE192d26f9b25,18,,
VOXEL,Voxies,https://polygonscan.com/token/0xd0258a3fd00f38aa8090dfee343f10a9d4d30d3f,18,,
VRSC,Verus Coin,https://coinmarketcap.com/currencies/veruscoin/,8,,
VTC,Vertcoin,https://coinmarketcap.com/currencies/vertcoin/,8,,
WARP,WARP,https://etherscan.io/token/0xc14338C0eaa4bf7E4473C9DD7226001C8ae3B454,4,,
WARRR,Wrapped Pirate Chain,https://bscscan.com/token/0xcdaf240c90f989847c56ac9dee754f76f41c5833,8,,
WATER,Water,https://etherscan.io/token/0x349d15d9ae4b42661bf18d28bbec86995099b8f9,18,,
WAXP,WAX,https://coinmarketcap.com/currencies/wax/,8,,
WCK,Wrapped CryptoKitties,https://etherscan.io/token/0x09fE5f0236F0Ea5D930197DCE254d77B04128075,18,,
WDVT,Wrapped DeVault,https://bscscan.com/token/0xa47d132bfc00bc7b1b99238e08b91f1a08ccdbf3,18,,
wEGG,Wrapped NestEgg Coin,https://bscscan.com/token/0xeacc57176c0dbe53e50e7b2ff73b32d354a4ef01,18,,
WGM,WGM,https://etherscan.io/token/0x219803d17f3067eb53d521ba8948d2734f402f7d,4,,
WHALE,WHALE,https://etherscan.io/token/0x9355372396e3F6daF13359B7b607a3374cc638e0,4,,
WHSKI,Whiski,https://etherscan.io/token/0x4c0a395b211e7ece8b93146f5fa3671547998b8f,18,,
WIN,Winston,https://bscscan.com/token/0x75578ebBefe274F240B8E1b5859cA34f342157D9,18,<@696000898568028170>,
